ID or #		Start	End
241		1223502	1225303
242		1226904	1227961
243		1229990	1231677
244		1236794	1239172
245		1246919	1250061
246		1261249	1262723
247		1262937	1268242
248		1274402	1276841
249		1279087	1285749
251		1287005	1288355
252		1300923	1304792
253		1304845	1306669
254		1309872	1311687
255		1312742	1313794
256		1314440	1320970
257		1321244	1324665
258		1325791	1327136
259		1333184	1333482
260		1338267	1339751
261		1339945	1341008
262		1345002	1348131
263		1349431	1355134
264		1359144	1360492
265		1360767	1364839
266		1366103	1368027
267		1368240	1378831
268		1382141	1384596
269		1397745	1402589
270		1409037	1411476
271		1411555	1411951
272		1412008	1415410
273		1415512	1416253
274		1417180	1417480
275		1418389	1420753
277		1441075	1444230
278		1451951	1461462
279		1461563	1463085
281		1475645	1480225
282		1489946	1490153
283		1498597	1500179
284		1507310	1507948
285		1509678	1515026
286		1515413	1515905
287		1515906	1516870
288		1524271	1525176
289		1532989	1542084
290		1545425	1550015
291		1553850	1554304
292		1555136	1561100
293		1561358	1565164
294		1570431	1577366
295		1585817	1586863
296		1588878	1590466
297		1590689	1596110
298		1599514	1606128
299		1609990	1612727
300		1617144	1618231
303		1637054	1638609
304		1640513	1642226
305		1643143	1643896
306		1645146	1645874
307		1646532	1646817
308		1647633	1648009
309		1650920	1653165
310		1653832	1654768
311		1656093	1663144
312		1670844	1671525
313		1672996	1675927
314		1677581	1679722
315		1680183	1683212
316		1697379	1700153
318		1713050	1715246
319		1719049	1722157
320		1722158	1723944
321		1724047	1726268
322		1744459	1744616
323		1746771	1752501
324		1756898	1762410
325		1762958	1766709
326		1770530	1773468
327		1773611	1776371
328		1777641	1782701
329		1787832	1790044
330		1790291	1793176
331		1793277	1796966
332		1797826	1800594
333		1814410	1816524
334		1816629	1819238
335		1823979	1830006
336		1831425	1837424
337		1843023	1846032
338		1848884	1850552
339		1853015	1859356
340		1859726	1860453
341		1864932	1868262
343		1873697	1875280
344		1877427	1877972
345		1881212	1883813
346		1887975	1891259
347		1892829	1894772
348		1900072	1903283
349		1905250	1905615
350		1910792	1913558
351		1914282	1918167
352		1919804	1920336
353		1921389	1922993
354		1923464	1924806
355		1928058	1928771
356		1930139	1932628
357		1938337	1940607
358		1940686	1942223
359		1942370	1944000
360		1944879	1946656
361		1948856	1950685
362		1950726	1952437
363		1952602	1956156
364		1956544	1957870
365		1960604	1964215
366		1964417	1970715
367		1970860	1975163
368		1975290	1976221
370		1978212	1980411
371		1980578	1984152
372		1989839	1990141
373		1990293	1993383
374		1995086	1997504
375		1998497	1999813
376		2001896	2005667
377		2006301	2007736
378		2011253	2017537
379		2017642	2021702
380		2026212	2027390
381		2028472	2031508
382		2034818	2036847
383		2037502	2039142
384		2041675	2042648
385		2056051	2057870
386		2061412	2063788
388		2069339	2072682
389		2072803	2075504
390		2082250	2083549
391		2085353	2087152
392		2087235	2087737
393		2088216	2095249
394		2101415	2109043
395		2109101	2111085
396		2112526	2116428
397		2116704	2121003
398		2121108	2127674
399		2127685	2131421
400		2131514	2135267
401		2137783	2140972
402		2149735	2151152
403		2152040	2163022
405		2170945	2175226
406		2176843	2180083
407		2180057	2183323
409		2198301	2202311
410		2202618	2207125
411		2209748	2212666
412		2212888	2213786
413		2213767	2217503
414		2228646	2229736
415		2230900	2231861
416		2232055	2234522
417		2234765	2238370
418		2239832	2241674
419		2247739	2250810
420		2254107	2257318
421		2257741	2261517
422		2265851	2267589
423		2268748	2275911
424		2276592	2278505
425		2282151	2284309
426		2289380	2301519
427		2304994	2308427
428		2311510	2314849
429		2318065	2321273
430		2321469	2325315
431		2325389	2327819
432		2332358	2334666
433		2345406	2346790
434		2347957	2350396
435		2350669	2354733
436		2354926	2356023
437		2356064	2360233
438		2363950	2371300
439		2371670	2377281
440		2378744	2379565
441		2388070	2391063
442		2391227	2401867
443		2401973	2403094
444		2405583	2407483
445		2409461	2410616
446		2411492	2414913
447		2416656	2417810
448		2418643	2420623
449		2421758	2424810
450		2426079	2428785
451		2429044	2431948
452		2432104	2435873
453		2441913	2446462
454		2447250	2450358
455		2455037	2458491
456		2463323	2464405
457		2465877	2468484
458		2473006	2474200
459		2475869	2478552
460		2478660	2481361
461		2481777	2485989
462		2487264	2491276
463		2496693	2500009
464		2500012	2506264
465		2516063	2516253
466		2516489	2517227
468		2520751	2522900
469		2525963	2529255
470		2531786	2534365
471		2535364	2536505
472		2537739	2541550
473		2543795	2547428
474		2547668	2549238
475		2549299	2550160
476		2550374	2552146
477		2552152	2556701
478		2559390	2560015
479		2560133	2561139
480		2561614	2562394
481		2563503	2566129
482		2566346	2570072
483		2570179	2573827
484		2576688	2579661
485		2580925	2583547
486		2589269	2590984
487		2591094	2594759
488		2595853	2597782
489		2597928	2598970
490		2599223	2612804
491		2614116	2615959
492		2616097	2618182
493		2619219	2620894
494		2621066	2624678
495		2627814	2628887
496		2628980	2632092
497		2633621	2635378
498		2635496	2638597
499		2638708	2640866
500		2643035	2650309
501		2654558	2659553
502		2667054	2671271
503		2671838	2677389
504		2685092	2687528
505		2687693	2689362
506		2695376	2696572
507		2696781	2697945
508		2698640	2702085
509		2702357	2705146
510		2705344	2708034
511		2717245	2722473
513		2729622	2734033
514		2736970	2739172
515		2739897	2742129
516		2742205	2744207
517		2745984	2748082
518		2752030	2752786
519		2759373	2763175
520		2763940	2765377
521		2767725	2769637
523		2787007	2792037
524		2792275	2794358
525		2794359	2795050
526		2795233	2796066
527		2798745	2802483
528		2802837	2806146
529		2807639	2808701
530		2809449	2812176
531		2812905	2815525
533		2816495	2816667
534		2823854	2826538
535		2826643	2828800
536		2830498	2833067
537		2837546	2840436
538		2840595	2847871
539		2848669	2854438
540		2859452	2861523
541		2861615	2863034
542		2864581	2866775
543		2866915	2870842
544		2871036	2874351
545		2876591	2882160
546		2885600	2889920
547		2890236	2892793
548		2892941	2897440
549		2898614	2901396
550		2904665	2907688
551		2907916	2909361
552		2909439	2913022
553		2916067	2920122
554		2920557	2922135
555		2926251	2929832
556		2929887	2931710
557		2932257	2938121
558		2938165	2940589
559		2941359	2943007
561		2948657	2956906
562		2957082	2962199
563		2962383	2964059
564		2964210	2966999
565		2970691	2974036
566		2980519	2982146
567		2986524	2987808
569		2997006	2997913
570		2998367	3001990
571		3004284	3010415
572		3010636	3013079
573		3014082	3022208
574		3022373	3026510
575		3026546	3028953
576		3031679	3037765
577		3038438	3039092
578		3044190	3048689
579		3049137	3053466
580		3053634	3055010
581		3058872	3064302
582		3065362	3066830
583		3069481	3071713
584		3071998	3077352
585		3081957	3084073
586		3086306	3089076
587		3089156	3090850
588		3090959	3091938
589		3093120	3096425
590		3099829	3100874
591		3101035	3103534
592		3111089	3112374
593		3119656	3126043
594		3130476	3131979
595		3137738	3144283
596		3148840	3150006
597		3153377	3155472
598		3155672	3156906
599		3159279	3161503
600		3165873	3166566
601		3166771	3167698
602		3167850	3169855
603		3170552	3171478
604		3171526	3175932
605		3177766	3179603
607		3187903	3189718
608		3190230	3192547
609		3193342	3198987
610		3199229	3201151
611		3204485	3207509
612		3208803	3210874
613		3220655	3225689
614		3225823	3229261
615		3231750	3232477
616		3233982	3236319
617		3236396	3237567
618		3239849	3242763
619		3245795	3246844
620		3246991	3248398
621		3252341	3253229
622		3253363	3256032
623		3256307	3264050
624		3268238	3272929
625		3275024	3275823
626		3276936	3278712
627		3279998	3282025
628		3282192	3285047
629		3286112	3290454
630		3291422	3295006
631		3298277	3299298
632		3299507	3302477
633		3306062	3309190
634		3309855	3311200
635		3311364	3316034
636		3320094	3320527
637		3320755	3322933
638		3328604	3330757
639		3330884	3331473
640		3333257	3334825
641		3334985	3338087
642		3338297	3346260
643		3347103	3348481
644		3348711	3352072
645		3352654	3358638
646		3360134	3363210
647		3367036	3370596
648		3374301	3375442
649		3375837	3376673
650		3384243	3387359
651		3394348	3399109
652		3403458	3405288
653		3405397	3407973
654		3408302	3409589
655		3409675	3410822
656		3411886	3416159
657		3418156	3421216
659		3427788	3431582
660		3431712	3435916
661		3436727	3437531
662		3437638	3440493
663		3440640	3446171
664		3446336	3451292
665		3451530	3453420
666		3453600	3464242
667		3468167	3472574
668		3472700	3474462
669		3476614	3479183
670		3479311	3483381
671		3484142	3486915
672		3488288	3489642
673		3492033	3494899
674		3495025	3497223
675		3497932	3501974
676		3502957	3510366
677		3510656	3517086
678		3517487	3520773
679		3524491	3528674
680		3532538	3534606
681		3538185	3540986
682		3542904	3544221
683		3546008	3550495
684		3553855	3556101
685		3557870	3559846
686		3562157	3571525
687		3573744	3575615
689		3585393	3590348
690		3590747	3595583
691		3599051	3602266
692		3602416	3603271
693		3603774	3606672
694		3607240	3608535
695		3609888	3611579
696		3611690	3617012
698		3623702	3628625
699		3640403	3643205
700		3643408	3645674
701		3646551	3648685
702		3657255	3661550
703		3670437	3672398
704		3674313	3677210
705		3683723	3693259
706		3694481	3697916
707		3699887	3703813
708		3706639	3708498
709		3711115	3712115
710		3714570	3716307
711		3718703	3720072
712		3720351	3723341
713		3729154	3732924
714		3739132	3740555
715		3740756	3742233
716		3742351	3748804
717		3750986	3752451
718		3756040	3759978
720		3768266	3769767
721		3772447	3774182
722		3775422	3779040
723		3779764	3782465
724		3783283	3787083
725		3788343	3790574
726		3792010	3796230
727		3796262	3800022
728		3800062	3806121
729		3806563	3808327
730		3809273	3809697
731		3810754	3812410
732		3819451	3825314
733		3830242	3833952
734		3839973	3841812
735		3845328	3848749
736		3848825	3850807
737		3851466	3851665
738		3853137	3854330
739		3854934	3858139
740		3869873	3873183
741		3875728	3881752
742		3882359	3884745
743		3889638	3891747
744		3891892	3893241
745		3894797	3896632
746		3896694	3903620
747		3904876	3906389
748		3906572	3909548
749		3913576	3920463
750		3921080	3923656
751		3926175	3929116
752		3931374	3935191
753		3935317	3937242
754		3937208	3939350
757		3950224	3954898
758		3965939	3978719
759		3978910	3980834
760		3984709	3988789
761		3992545	3995922
762		4001311	4002720
763		4003887	4006400
764		4007193	4009998
765		4016878	4019889
766		4019968	4022359
767		4023011	4025251
768		4025632	4028994
769		4029184	4033176
770		4033554	4035358
772		4038929	4040022
773		4040092	4042067
774		4051892	4054362
775		4058470	4060168
776		4061626	4067299
777		4068538	4071594
778		4073576	4076461
779		4078322	4083845
780		4086130	4090846
781		4091147	4092295
782		4092746	4095471
783		4095759	4097517
784		4101625	4103693
785		4110990	4111744
786		4113737	4116113
787		4117446	4121362
788		4126695	4130290
789		4131858	4135036
790		4135955	4140244
791		4140553	4145502
792		4153024	4156246
793		4159147	4160153
794		4161662	4164308
797		4170080	4172070
798		4173411	4173579
799		4173696	4173852
800		4175381	4176311
801		4176470	4177606
802		4178019	4178948
803		4179268	4187596
804		4188758	4194122
805		4194926	4198117
806		4198304	4199284
807		4199949	4202668
808		4202665	4205555
811		4213501	4216436
812		4234285	4237753
813		4240649	4243098
814		4244807	4247334
815		4250529	4251911
816		4255138	4257144
817		4258344	4259329
818		4262337	4264884
819		4268261	4269037
820		4281276	4283236
821		4285787	4292162
822		4297587	4302132
823		4304893	4309003
824		4309130	4311014
825		4312367	4315918
826		4316029	4320445
827		4321359	4323188
828		4325158	4328261
829		4330204	4333613
830		4343703	4346767
831		4347338	4349685
832		4349866	4350380
833		4350607	4351104
834		4360574	4363379
835		4368711	4370694
836		4373722	4374465
837		4375212	4380341
838		4381862	4384041
839		4384070	4388383
841		4392089	4398225
842		4398695	4402327
843		4404213	4407118
844		4408156	4413923
845		4418003	4422409
846		4423141	4424580
847		4430114	4432047
848		4440405	4446258
849		4446470	4447065
850		4449081	4452601
851		4461077	4464203
852		4469009	4470556
853		4479005	4482303
854		4484241	4486423
855		4486584	4492429
857		4502081	4504596
858		4508713	4514700
859		4514787	4516258
860		4520150	4523826
861		4524129	4526003
862		4526134	4529674
863		4531262	4532076
864		4534637	4537524
865		4541138	4543052
866		4543119	4547733
867		4549659	4552384
868		4555401	4558703
869		4561945	4563873
870		4563989	4566542
871		4574935	4577360
872		4578091	4581071
873		4585932	4589302
874		4597718	4599540
875		4599647	4600881
876		4604102	4604424
877		4605826	4607346
878		4610434	4612283
879		4612703	4615088
880		4616252	4619625
881		4621124	4622812
882		4622918	4626570
883		4628756	4631109
884		4633544	4637553
